"id","main_expenditure_groups_ar","main_expenditure_groups_en","weight","year","month_ar","month_en","price_index"
"216"," مجموعة النقل","Transport group","10.62","2016","مايو","May","98.09"
"416"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2017","أغسطس","August","116.48"
"616","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2018","ديسمبر","December","105.33"
"17"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2015","فبراير","February","105.09"
"217"," مجموعة الاتصالات","Communication group","5.22","2016","مايو","May","100.45"
"417","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2017","سبتمبر","September","108.87"
"617","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2018","ديسمبر","December","113.56"
"18","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2015","فبراير","February","103.58"
"218"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2016","مايو","May","101.30"
"418"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2017","سبتمبر","September","103.39"
"618"," مجموعة الصحة","Health group","0.85","2018","ديسمبر","December","102.39"
"19","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2015","فبراير","February","100.50"
"219"," مجموعة التعليم","Education group","8.48","2016","مايو","May","108.81"
"419"," مجموعة التبغ","Tobacco group","0.35","2017","سبتمبر","September","99.34"
"619"," مجموعة النقل","Transport group","10.62","2018","ديسمبر","December","113.01"
"20"," مجموعة الصحة","Health group","0.85","2015","فبراير","February","100.97"
"220"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2016","مايو","May","103.08"
"420"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2017","سبتمبر","September","110.96"
"620"," مجموعة الاتصالات","Communication group","5.22","2018","ديسمبر","December","105.43"
"21"," مجموعة النقل","Transport group","10.62","2015","فبراير","February","97.47"
"221"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2016","مايو","May","104.99"
"421","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2017","سبتمبر","September","111.66"
"621"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2018","ديسمبر","December","97.48"
"22"," مجموعة الاتصالات","Communication group","5.22","2015","فبراير","February","100.89"
"222","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2016","يونيو","June","107.17"
"422","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2017","سبتمبر","September","109.15"
"622"," مجموعة التعليم","Education group","8.48","2018","ديسمبر","December","118.19"
"23"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2015","فبراير","February","99.78"
"223"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2016","يونيو","June","101.54"
"423"," مجموعة الصحة","Health group","0.85","2017","سبتمبر","September","102.57"
"623"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2018","ديسمبر","December","120.47"
"24"," مجموعة التعليم","Education group","8.48","2015","فبراير","February","101.35"
"224"," مجموعة التبغ","Tobacco group","0.35","2016","يونيو","June","104.42"
"424"," مجموعة النقل","Transport group","10.62","2017","سبتمبر","September","104.11"
"624"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2018","ديسمبر","December","114.46"
"25"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2015","فبراير","February","100.50"
"225"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2016","يونيو","June","106.40"
"425"," مجموعة الاتصالات","Communication group","5.22","2017","سبتمبر","September","100.16"
"625","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2019","يناير","January","107.57"
"26"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2015","فبراير","February","101.61"
"226","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2016","يونيو","June","110.85"
"426"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2017","سبتمبر","September","88.83"
"626"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2019","يناير","January","105.43"
"27","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2015","مارس","March","101.81"
"227","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2016","يونيو","June","109.72"
"427"," مجموعة التعليم","Education group","8.48","2017","سبتمبر","September","116.98"
"627"," مجموعة التبغ","Tobacco group","0.35","2019","يناير","January","177.33"
"28"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2015","مارس","March","97.84"
"228"," مجموعة الصحة","Health group","0.85","2016","يونيو","June","103.72"
"428"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2017","سبتمبر","September","108.13"
"628"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2019","يناير","January","103.78"
"29"," مجموعة التبغ","Tobacco group","0.35","2015","مارس","March","105.06"
"229"," مجموعة النقل","Transport group","10.62","2016","يونيو","June","104.44"
"429"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2017","سبتمبر","September","114.18"
"629","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2019","يناير","January","104.87"
"30"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2015","مارس","March","106.96"
"230"," مجموعة الاتصالات","Communication group","5.22","2016","يونيو","June","100.45"
"430","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2017","أكتوبر","October","109.33"
"630","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2019","يناير","January","113.23"
